name,model_predict,avg_prob,index
puerto la boca arge,超商超市量販,0.32593757,679308
pufeofficialrakuten,其他,0.7274502,675835
pull bear antara p,一般購物,0.7091454,664419
pull bear berlin,一般購物,0.77151614,677606
pull bear galeria,一般購物,0.7814704,692886
pullman bunker bay,餐飲,0.560821,693443
pullman onthepark o,餐飲,0.41134003,680259
pullman paris la de,飯店住宿,0.5854506,689984
pullman sydney oly,飯店住宿,0.67177314,660120
puma 9,網購,0.7837335,675056
puma bgc,醫療保健/美容,0.68213326,681115
puma columbus,一般購物,0.33734116,692612
puma gilroy,一般購物,0.75858396,655948
puma nz,一般購物,0.71834964,649663
puma saigon centre,一般購物,0.73324585,661000
puma store berlin,加油,0.667611,672775
puma sumarecon,一般購物,0.47627807,660701
puma united kingdom,運動/休閒娛樂,0.596447,689580
puma-pavilion,加油,0.70103985,686408
pumepat mansion,百貨,0.53977853,661522
pungnyeonjib,餐飲,0.6194934,687260
punjabi baithak,餐飲,0.620708,686975
punting on the avon,醫療保健/美容,0.42966285,696353
pupo,餐飲,0.46538177,682082
pupu’s dishes,餐飲,0.8196721,677758
pura brasa rambla c,超商超市量販,0.6717289,696360
puradak paju yadan,餐飲,0.56389713,690796
puradak sinsoojeom,餐飲,0.6993559,660213
pureart,一般購物,0.46682924,684945
puregold anabu imus,醫療保健/美容,0.3521825,666514
puregold jr blumen,加油,0.6441829,692663
puregold magsaysay,加油,0.43046898,659262
puregold sangitan e,醫療保健/美容,0.4672483,665819
puregym limited,運動/休閒娛樂,0.7300028,659812
pureisu hoteru asuk,教育學費,0.54576594,686490
purerose,醫療保健/美容,0.4053966,649621
pures,超商超市量販,0.37732792,681706
puri co. ltd./ cent,餐飲,0.5881112,667396
puri co. ltd./ siam,一般購物,0.42304498,663008
purofi,網購,0.5510993,674116
purple glass,一般購物,0.5432421,676825
purple io ltd,網購,0.512861,688731
purple lotus temple,加油,0.5357566,662923
purushana air,一般購物,0.61610997,676366
push developments,網購,0.68710554,691071
putiputi burger,餐飲,0.76384914,688672
putishu,醫療保健/美容,0.2853714,669879
putri bali spa 1 mb,一般購物,0.6533095,662835
putri kebun lestari,加油,0.6828065,648613
putri ubud spa 2,餐飲,0.7526167,666095
putu made,百貨,0.48054358,692172
pv0486,運動/休閒娛樂,0.6442973,698252
pv1249,其他,0.40393713,684424
pv9021,其他,0.61678725,676687
pwb-tops club rama,一般購物,0.4354254,689269
pwpayment,其他,0.8041571,680209
py *clipper ferry s,網購,0.42515385,673053
py *grace farms com,餐飲,0.8263695,697175
py *ka-prow thai an,超商超市量販,0.581467,660127
py *rakkan ramen to,餐飲,0.8205897,673887
py *win son bakery,餐飲,0.72298706,686696
pyd*pho birmingham,餐飲,0.7717619,680922
pyeongdae gas stat,運動/休閒娛樂,0.6669953,699356
pyh worldwide sdn b,網購,0.2910304,666421
pyhegm.com,數位影音串流,0.45646337,688547
pylones italie2,其他,0.30398503,666625
pylones sas,超商超市量販,0.33927938,655656
pym*meet fresh,餐飲,0.82328904,696587
pymy maria s hotel,飯店住宿,0.6619222,694674
pyn*hatsfashion,餐飲,0.36798948,695929
pyrmont pharmacy,餐飲,0.5399706,674002
pz1134 turtle villa,旅遊,0.7503717,692857
pzu d-r organdiski,醫療保健/美容,0.5933497,650111
p’go沛果鮮,餐飲,0.82192135,689523
p、go 沛果鮮食煮意,餐飲,0.8193886,692898
p客妞,加油,0.5589584,667759
q bar飲料,餐飲,0.70913464,664892
q hotel,交通汽修,0.68375844,680776
q hotel recepcja 2,飯店住宿,0.56172055,657832
q park museumplein,加油,0.5997136,698272
q-bar 健康,餐飲,0.61833245,676690
q-bar早午,餐飲,0.8164165,675427
q.ann,網購,0.58535486,654048
q8 108107 pto antwe,3C,0.35948434,699646
q8 aire de capellen,餐飲,0.59381837,690909
q8 mediana bernard,加油,0.80625135,680013
q8 tango 202128 ens,交通汽修,0.75043505,674791
q8 tp063,網購,0.76776785,685617
q8 vissenbjerg,加油,0.5049452,687305
qal finance pty ltd,餐飲,0.31622884,685607
qatar aviation serv,超商超市量販,0.7211467,676284
qb caf 中山錦州店,餐飲,0.81810915,669806
qbar早午餐,餐飲,0.82715374,698794
qbg online shop,餐飲,0.44154793,675750
qbh,一般購物,0.63000023,658770
qbibiya,一般購物,0.42625907,660319
qdf fifa fan festiv,餐飲,0.5513107,669204
qfc #5808,其他,0.7222678,662303
qh寵物口腔噴劑,一般購物,0.6034071,695047
qi odyssey,餐飲,0.67708313,658752
qian bei can yin,加油,0.62369037,651441
qiao jiang nan,餐飲,0.63820195,678108
qiao ye long,餐飲,0.8194753,695163
qiaomiplayi,3C,0.6857314,667987
qihuanji,醫療保健/美容,0.7845825,653380
qing hua da xue,餐飲,0.51700103,678006
qingdao lanhai hote,醫療保健/美容,0.5364407,661520
qingdaoyunfeiertaot,交通汽修,0.71187437,650391
qlqleltmxbeldh,加油,0.8120748,681089
qmo 烤甜甜圈,餐飲,0.8217456,671631
qmomo (桃園站前門市,一般購物,0.7469357,681171
qmomo(西門町門市,一般購物,0.78191453,672740
qodndl.com,運動/休閒娛樂,0.64232457,678740
qonus* myeongdong c,飯店住宿,0.85220706,693034
qooqoo west suwon,加油,0.762099,687795
qplus onur otogaz,生活繳費,0.7071005,691682
qq sushi zuerich,一般購物,0.4120781,655318
qq烤鴨 西定店,餐飲,0.7932757,660495
qq貓,其他,0.8323538,687995
qq雞蛋糕,餐飲,0.8257691,655728
qrf﹒mag 軍物特搜,一般購物,0.59373,662489
qrtiger qr code,網購,0.73651063,657091
qt 1424,網購,0.7223282,698948
qt 4132 outside,醫療保健/美容,0.63942087,698218
qt 898,交通汽修,0.78517497,669360
qttenma,網購,0.6409639,648653
qu chen shi shangha,醫療保健/美容,0.49935237,650770
qualitetransport,交通汽修,0.44168934,690432
quality savings fit,百貨,0.32311043,655839
qualityhotelgrandb,飯店住宿,0.6746881,653129
quan kayoujyutsu,餐飲,0.7930065,691454
quan mr simple,數位影音串流,0.6462276,659018
quan nhat ban,醫療保健/美容,0.5943236,696252
quan nuong dong kha,醫療保健/美容,0.42642614,648355
quan oc 10000,加油,0.60687196,649347
quantunico* trial o,醫療保健/美容,0.8022222,655229
quaras p thirty,加油,0.83523047,658979
quart youth hostel,一般購物,0.5639956,677624
quay seafood,餐飲,0.6517972,690108
quay to nz souvenir,超商超市量販,0.35601634,681581
qubi,3C,0.5325375,697257
queen central,交通汽修,0.4907391,653130
queen cruise,生活繳費,0.274749,649616
queen k,餐飲,0.617559,649390
queen victoria 8,餐飲,0.8324391,681843
queens graduate stu,其他,0.5758814,693733
quei bravi ragazzi,餐飲,0.81515455,685375
quest docklands,一般購物,0.5334057,661918
quest products llc,網購,0.6946252,679684
questons,網購,0.7880511,685555
qui sta pancrazio,餐飲,0.824185,653303
quic,網購,0.51311517,696696
quick chek corporat,一般購物,0.77337873,680939
quick ride,數位影音串流,0.6483242,653879
quick sushi,交通汽修,0.60820335,684519
quickbooks,加油,0.3905638,670335
quickway japanese h,醫療保健/美容,0.621881,671843
quijote world,一般購物,0.79051757,673279
quiksilver #837 nv,交通汽修,0.49592847,662764
quiksilver 878 fl,一般購物,0.7168566,652827
quiksilver jl raya,超商超市量販,0.587281,671593
quiksilver loc,一般購物,0.57967806,685010
quiksilver-promotio,運動/休閒娛樂,0.57230973,655051
quiksilver607-c.vil,運動/休閒娛樂,0.5177907,653677
quill at the jeffer,一般購物,0.77039945,652760
quime,加油,0.3668995,684041
quinlans mad monk,超商超市量販,0.4516939,681324
quint-shop.com,一般購物,0.6692223,673057
quinta dos machados,餐飲,0.75295454,694739
quinta noval loja a,加油,0.8117703,688706
quintessakagoshimat,飯店住宿,0.711208,649927
quinze ous sl,餐飲,0.81991816,670875
quokka coaches,一般購物,0.79000556,667109
quokka hostel perth,百貨,0.37804776,661296
qv carpark melbourn,餐飲,0.5753981,677117
qvc*690946615301*cr,其他,0.5057976,693013
q伯地瓜球 小港,餐飲,0.79886353,664645
q妹輕食,超商超市量販,0.76063895,651572
q寶包心粉圓,餐飲,0.8184528,677181
q比雞蛋糕,餐飲,0.8144256,652281
q海苔韓式海苔,餐飲,0.8230541,654537
q發柴燒雞蛋糕 飲品專賣,餐飲,0.8293558,693850
q皮蚵仔煎烏龍麵炒泡麵,餐飲,0.71298045,660871
q米壽司,餐飲,0.8121228,650302
q霸冰品豆花冷熱飲,餐飲,0.8091436,654744
r b hotel hakataeki,一般購物,0.50935763,649461
r d global llc dba,餐飲,0.42677242,652199
r et s,醫療保健/美容,0.26640484,693855
r f restaurants s,餐飲,0.8266966,675543
r rental,交通汽修,0.8093083,695505
r-gol marcin radziw,網購,0.74733084,651589
r-j服飾,網購,0.6574338,687062
r.ch,一般購物,0.53029287,658996
r.o.h. restaurant g,餐飲,0.82583076,659349
r002 bottega dei sa,百貨,0.4520332,677461
r9cafe,餐飲,0.7287321,676501
r9tyube,教育學費,0.46478358,660971
ra korina kasuteras,醫療保健/美容,0.669597,692301
ra sushi baltimore,餐飲,0.5161073,672591
ra uiora,醫療保健/美容,0.7321006,699852
raan aa haan rod,餐飲,0.56835246,650697
rabba 141 q,網購,0.67443585,663615
rabbit ba (tokki ba,加油,0.5019654,654320
rabbit ba tokki ba,餐飲,0.8419321,680637
rabbit rabbit tea,餐飲,0.823738,699605
rabbit rabbit tea x,餐飲,0.820838,649585
rachapreuk medicla,醫療保健/美容,0.70853037,693495
rackworld,超商超市量販,0.5025936,678132
radanestarry.cloud,生活繳費,0.49499702,673357
radiant waxing,餐飲,0.663683,661220
radiate kanazawafor,加油,0.38921204,677218
radical tokyo,生活繳費,0.3190846,669051
radio,捐款,0.7745362,696189
radiotaxi alfa 45,3C,0.55677795,670002
radiotaxi venezia,交通汽修,0.81727374,677094
radisson blue hotel,百貨,0.5469754,663185
radisson hotel zuri,家居修繕,0.41964802,699483
radium hot sp/s the,加油,0.4967698,656603
radley bataviastad,一般購物,0.5165624,658981
raedeh.com,加油,0.32590073,680365
raevenkindrush.us,一般購物,0.46081105,655017
raffine hakataekima,醫療保健/美容,0.30688712,671685
ragamuffin edinburg,百貨,0.34315515,692625
ragin cajun,超商超市量販,0.6097409,672359
rah bars,餐飲,0.8056729,651030
rahimi enterprises,餐飲,0.5240296,694979
raido 錸多,生活繳費,0.59760267,673953
raiffeisen-lagerhau,一般購物,0.77675056,656777
raifu fukaebashiten,加油,0.7651037,688267
raifu miyakojimatak,數位影音串流,0.57849014,696565
raifu nishikiyougok,運動/休閒娛樂,0.47087,699824
raifu nodaten,數位影音串流,0.7916483,673581
raifu rokcchoekimae,數位影音串流,0.37605375,650128
raikimax entertainm,一般購物,0.40878913,662657
rail europe *re-1bu,交通汽修,0.68302685,696681
rail europe *re-3sr,一般購物,0.7090725,661916
rail europe *re-4gv,交通汽修,0.7880753,679087
rail europe *re-8kf,交通汽修,0.6176104,697602
rail europe *re-rth,交通汽修,0.75733286,666540
railway echizen fuk,超商超市量販,0.47097602,685425
rain savior 速效封體,一般購物,0.41341758,694290
rainbow cafe bar di,餐飲,0.6631032,675019
rainbow pancake air,百貨,0.4641198,662449
rainbow 西門阿,一般購物,0.75992024,651985
rainbow7,加油,0.57495177,656061
rainbowbeachcaravan,餐飲,0.58731747,657858
rainforest motel,餐飲,0.60978836,667295
raini瀨泥,一般購物,0.5612422,668966
rainsky雨洋傘,一般購物,0.77937067,660243
raising cane,一般購物,0.38102692,673608
raising cane s elpx,超商超市量販,0.5728273,651245
raising cane's,餐飲,0.8244567,668060
rajissimo 3,飯店住宿,0.2589612,661917
rako hananoi hotel,飯店住宿,0.45892465,659524
rakunosuke pg,餐飲,0.5946832,678754
rakurak,網購,0.70007646,666229
rakuten drive,網購,0.75941443,690366
rakutenpay 512 cafe,網購,0.73784834,674264
rakutenpay aburaya,網購,0.64867413,673683
rakutenpay ankh,其他,0.35068676,675938
rakutenpay arimakag,網購,0.6295368,686323
rakutenpay asakusab,網購,0.49333507,679587
rakutenpay asdet,網購,0.52899987,699943
rakutenpay aube bea,其他,0.5813155,696586
rakutenpay auto rim,保險,0.74056953,671337
rakutenpay bakuroco,其他,0.6544659,651038
rakutenpay bankaraz,其他,0.757023,685899
rakutenpay bar owl,其他,0.5778502,683360
rakutenpay barbatok,其他,0.772987,675741
rakutenpay baru com,網購,0.60947347,655730
rakutenpay beepakih,其他,0.47528195,654287
rakutenpay bijuramu,其他,0.74306273,661238
rakutenpay biura,網購,0.6748467,653806
rakutenpay chochin,網購,0.72676605,654267
rakutenpay cison,網購,0.77240086,672911
rakutenpay currybar,網購,0.6751363,649972
rakutenpay daichino,網購,0.7886723,681007
rakutenpay edomaesu,網購,0.7502742,680483
rakutenpay ellequio,網購,0.78545505,660749
rakutenpay fruitsan,網購,0.5556603,659334
rakutenpay fudo,其他,0.7976731,686566
rakutenpay ginzahin,網購,0.62821317,689276
rakutenpay goofys,其他,0.8007764,654110
rakutenpay grigliad,網購,0.76796794,665065
rakutenpay gyoza to,網購,0.6950823,684091
rakutenpay habubokk,其他,0.6697931,688694
rakutenpay hakatagy,其他,0.5597283,669552
rakutenpay hakataky,網購,0.6101109,658612
rakutenpay half pen,網購,0.76037097,682602
rakutenpay harakoga,網購,0.801599,671516
rakutenpay hariokaf,網購,0.801599,670359
rakutenpay hashidat,網購,0.56821364,685319
rakutenpay hattifna,餐飲,0.31867045,688935
rakutenpay haumoa r,網購,0.56256616,657796
rakutenpay head con,餐飲,0.7316983,696732
rakutenpay heshikih,網購,0.75796247,684045
rakutenpay home,網購,0.73784834,675058
rakutenpay horaihon,網購,0.75796247,649864
rakutenpay horumont,網購,0.6010051,696344
rakutenpay hotelata,網購,0.52946407,652874
rakutenpay i cafe t,網購,0.7017652,695301
rakutenpay inageya,網購,0.785646,665168
rakutenpay isekonbu,交通汽修,0.38195527,668432
rakutenpay iyashido,網購,0.759764,648825
rakutenpay izakayan,網購,0.64046526,693826
rakutenpay jyujyute,網購,0.60687304,690483
rakutenpay kanemori,網購,0.7683555,670964
rakutenpay karaokey,教育學費,0.6193085,693448
rakutenpay kazufumi,網購,0.7867303,654634
rakutenpay kimonore,其他,0.5695047,682495
rakutenpay kitchen,網購,0.6751363,681454
rakutenpay kodona,網購,0.7795224,685106
rakutenpay kokoroya,其他,0.5270461,695188
rakutenpay komekich,其他,0.83894527,670477
rakutenpay konyamac,網購,0.7690479,681827
rakutenpay korourik,超商超市量販,0.65647274,691325
rakutenpay la tripl,其他,0.7659101,694786
rakutenpay le chat,網購,0.5308874,665714
rakutenpay maple in,網購,0.52899987,683266
rakutenpay misonoan,網購,0.5825809,686789
rakutenpay mitodaii,網購,0.5186594,681409
rakutenpay miyakoni,網購,0.7397007,668560
rakutenpay miyazaki,一般購物,0.6017419,671825
rakutenpay miyosawa,網購,0.5739033,668300
rakutenpay muneyama,網購,0.7683484,681940
rakutenpay musica r,網購,0.77085906,689816
rakutenpay nagata t,網購,0.7639595,680085
rakutenpay namba mi,網購,0.69308925,671461
rakutenpay namche b,網購,0.7568184,667265
rakutenpay nameriro,其他,0.802729,681717
rakutenpay nanaco p,超商超市量販,0.5798991,696061
rakutenpay nature,網購,0.31318504,663924
rakutenpay nekonoda,其他,0.7820264,692925
rakutenpay nikunota,其他,0.7350436,674690
rakutenpay nunusu,網購,0.7655675,661545
rakutenpay obentoud,網購,0.6751363,681750
rakutenpay officem,網購,0.62997633,684422
rakutenpay ohana,網購,0.48656666,654966
rakutenpay ohashi,網購,0.7717425,685281
rakutenpay okashi g,網購,0.78110063,685692
rakutenpay omusubi,網購,0.2994245,666262
rakutenpay pathisur,其他,0.7659101,688201
rakutenpay posh,網購,0.44413346,654874
rakutenpay postalco,超商超市量販,0.6564437,695831
rakutenpay proost t,網購,0.7854037,693244
rakutenpay puchihou,餐飲,0.54155034,678562
rakutenpay pumehana,網購,0.6444751,670273
rakutenpay qwan sak,網購,0.73784834,674740
rakutenpay raku,網購,0.7728228,688243
rakutenpay ray kyot,網購,0.75944716,685888
rakutenpay ripeahon,網購,0.7644302,698931
rakutenpay rose bak,餐飲,0.34326234,678184
rakutenpay rusutsui,網購,0.5024053,672117
rakutenpay saisakiy,網購,0.75243044,648205
rakutenpay sake tor,網購,0.55816805,679106
rakutenpay sanpotei,網購,0.73784834,695623
rakutenpay serenerr,其他,0.7659101,658203
rakutenpay shibuyag,其他,0.3890809,688385
rakutenpay shinzouo,網購,0.56409174,697463
rakutenpay shortnov,其他,0.8046558,670391
rakutenpay siamshok,其他,0.65289533,692162
rakutenpay snackpea,網購,0.65089124,662681
rakutenpay step ren,運動/休閒娛樂,0.6783215,653647
rakutenpay style as,網購,0.5836416,680425
rakutenpay sumahosu,網購,0.6014253,692482
rakutenpay sushitok,網購,0.7717425,666755
rakutenpay susumuya,網購,0.7717425,691727
rakutenpay suteimer,網購,0.7579812,669579
rakutenpay swallowt,其他,0.7659101,672806
rakutenpay taim,網購,0.53984165,673037
rakutenpay tebasaki,餐飲,0.81896555,676700
rakutenpay tenmaten,網購,0.44413346,685701
rakutenpay teuchiso,網購,0.3443086,684911
rakutenpay the don,網購,0.280597,688092
rakutenpay tobunikk,其他,0.7395439,666532
rakutenpay tokiwate,網購,0.73784834,667266
rakutenpay torinoho,網購,0.7064631,697414
rakutenpay torizoku,網購,0.7158723,661857
rakutenpay towelsho,網購,0.7653436,685063
rakutenpay turuyary,其他,0.5053223,668297
rakutenpay tyugokus,網購,0.55839443,669856
rakutenpay un grain,網購,0.7795408,696750
rakutenpay unasen,網購,0.50696874,699118
rakutenpay utsunomi,其他,0.7370428,658657
rakutenpay venus la,餐飲,0.7314595,697305
rakutenpay wasyokud,其他,0.8262044,690313
rakutenpay watanabe,網購,0.7717425,680527
rakutenpay withgree,其他,0.698486,667374
rakutenpay yurakuch,網購,0.75796247,679193
rakutenpay zanpague,其他,0.6017824,676691
rakutenpay*freaks s,數位影音串流,0.55151683,667360
rakuyu,飯店住宿,0.62490404,659537
rakuzo okayamahomma,餐飲,0.5190804,683139
rakuzou nagoyataiko,餐飲,0.77103466,686008
rally house pa,醫療保健/美容,0.6953072,699946
ralph s 0084,一般購物,0.77914447,689131
ralphs #0022,數位影音串流,0.42307228,655615
ralphs #0080,醫療保健/美容,0.2891645,688111
ralphs #0233,醫療保健/美容,0.38531542,693670
ralphs 0127,超商超市量販,0.71773875,664042
ralphs 0702,生活繳費,0.55738866,683448
ralphs wine china b,餐飲,0.7543164,684600
ramada flagstaff ea,一般購物,0.5006628,660467
ramasat perfumes,醫療保健/美容,0.49827006,653202
ramen bar umaii,餐飲,0.81989884,666545
ramen bario ala moa,一般購物,0.545176,683124
ramen itiki,保險,0.46184984,659611
ramen legend,數位影音串流,0.7909422,664432
ramen nagi sm clark,網購,0.40832978,667480
ramen nagi-ion orch,餐飲,0.73537636,667761
ramen ramen,餐飲,0.7891974,665039
ramen ria,餐飲,0.81281954,648643
ramen ryoma,一般購物,0.6410975,696888
ramen station,餐飲,0.6290264,682133
ramenkagetsuarashio,網購,0.7909667,687444
ramenshosai kotan,餐飲,0.76018834,667740
ramsey outdoor -suc,交通汽修,0.700992,654851
ramugeneration,一般購物,0.5675112,680221
ramunikuya mu,數位影音串流,0.80613595,664109
ramutara medeiawaru,一般購物,0.77221835,697279
rancho portugues le,餐飲,0.6785058,665454
rancrisp cashew,餐飲,0.83356684,694679
randorresidentialho,飯店住宿,0.5775522,655188
randy s pizza rtp,餐飲,0.51989746,670674
rankleague,加油,0.56121,679077
rannie coffee,餐飲,0.6419218,688075
rany,飯店住宿,0.7980715,678770
raocoparks wildlife,餐飲,0.6221997,658045
raon pharmacy,醫療保健/美容,0.737536,681305
raori chukagaihonte,超商超市量販,0.44812593,666246
rapsomanikis dimitr,一般購物,0.7072777,685508
rapuankankuri,一般購物,0.274276,679224
rara iwate hiraizum,一般購物,0.47467422,652814
rarapotonagoyaminat,其他,0.3462335,674398
rarara,餐飲,0.40912566,682849
rarayakkook,加油,0.7954734,677865
raruzumato sakurama,醫療保健/美容,0.36218193,696463
raststatte knonauer,加油,0.7473875,671848
ratchada boutique h,飯店住宿,0.6268571,695114
ratri hotel phuket,百貨,0.48701587,675821
ratskeller muenster,餐飲,0.7208344,668907
ratsushiyukobesanno,加油,0.33829427,695539
rauschenberger cate,運動/休閒娛樂,0.60585093,671047
raususekiyu honcho,餐飲,0.32859263,653599
ravinale srl,加油,0.7513396,662904
ravintola jufu,加油,0.7948373,697855
ravintola manala,餐飲,0.6265453,663082
ravioli nord est,餐飲,0.8155708,653252
ravipa-terminal 21,超商超市量販,0.7543786,652142
ravir levant,一般購物,0.69806635,693618
raw fish story seaf,餐飲,0.80798733,689477
raw market* rawmark,餐飲,0.81007063,697596
raw smoke shop,一般購物,0.57426226,686978
rayban kichijyoji,醫療保健/美容,0.353804,663001
rayfair,一般購物,0.63870394,671293
rays web shop,一般購物,0.781022,699823
ray的深夜廚房,餐飲,0.8237937,648906
raz*goibibo,教育學費,0.7863753,679659
raz*kama ayurveda p,其他,0.2600578,657401
raz*mapcha,教育學費,0.53390974,690262
raz*zoworld limited,餐飲,0.44009295,690520
razana trading llc,一般購物,0.6097555,670056
rbt red lobster,餐飲,0.7339045,661216
rc bro rc生活,加油,0.6490007,649640
rc vipcars,交通汽修,0.8260863,666122
rc&middo,旅遊,0.3119841,684540
rchgttfd.com,加油,0.76435393,696812
rckdgghb.com,加油,0.82296544,687513
rcvrwgm.com,數位影音串流,0.5513967,690225
rd wallet opening f,3C,0.53094906,693699
rdgsrp.com,其他,0.44532192,697456
rdl*jo malone onlin,百貨,0.66671103,662571
rdrctingw.com,數位影音串流,0.5183057,689745
rds tacloban,一般購物,0.78109086,676905
rdt*hotel,飯店住宿,0.80484027,668693
rdytblvby.com,加油,0.799213,691947
rdytfdrll.com,教育學費,0.6171949,689619
re l,生活繳費,0.5195947,688919
re towaru delyu sor,數位影音串流,0.57149357,675532
re-ruya-doakihabara,數位影音串流,0.4237628,683887
readathon fundraise,運動/休閒娛樂,0.63776916,653915
reading east sf con,其他,0.7285534,695735
readings,教育學費,0.75509715,683022
readygo,旅遊,0.56086224,698672
reaio * shoppy,超商超市量販,0.28466725,695613
real beijing restau,餐飲,0.8269375,658751
real business sarl,一般購物,0.34263656,659574
real iron pork bell,餐飲,0.82947505,692239
rebates me,餐飲,0.46720445,668234
rebecca ristorante,餐飲,0.4734434,669307
rebel f'hill chase,一般購物,0.44431433,682453
rebel sport hornby,一般購物,0.5317607,650901
rechsteiner sport m,一般購物,0.72753674,687489
reckless records li,數位影音串流,0.55676925,683497
recoltants et as,餐飲,0.7158512,681775
recreativos princes,旅遊,0.46926475,683980
recte,加油,0.5717404,668592
red 99 hot pot,餐飲,0.3501517,666582
red bicycle,網購,0.4430562,671060
red chicken,餐飲,0.81284,661827
red chilli leeds,餐飲,0.8110269,650843
red chilli perth pl,旅遊,0.65250075,682657
red city buses denm,醫療保健/美容,0.427837,691703
red crab juicy seaf,餐飲,0.79172605,660906
red hot natbag,加油,0.5133617,669582
red lion inn and su,飯店住宿,0.828422,648901
red lobster 0302,餐飲,0.5370487,674876
red lobster 0403,餐飲,0.6386487,675340
red lobster 0457,餐飲,0.81841457,676762
red lobster zushi,餐飲,0.78010774,668549
red planet surawong,一般購物,0.3812599,671210
red robin no 213,交通汽修,0.65757746,672458
red shooting,交通汽修,0.43390235,693072
red tree lodge res,一般購物,0.69971263,665931
red warehouse ( sil,保險,0.33441877,691448
redbird supply,教育學費,0.52818304,686580
redbox rx,醫療保健/美容,0.74031484,688303
redelco*rooss mery,餐飲,0.8192086,689749
redemptorist father,加油,0.69080836,677714
rednwhite int arriv,數位影音串流,0.37248814,674088
redpill台灣成境,數位影音串流,0.7335852,652980
reds wine tavern,超商超市量販,0.46721745,672271
redshelf etextbooks,教育學費,0.37549052,666593
redstar bb* online,醫療保健/美容,0.39702725,653367
red溫暖手作,餐飲,0.43012685,664317
reebok 0225 glendal,網購,0.7640529,679831
reebok 0509 boston,超商超市量販,0.28654766,660974
reebok 3571,一般購物,0.4601301,671840
reebokhakataten,網購,0.6051119,659187
reeds coffee,餐飲,0.8331201,663765
reef house,飯店住宿,0.8608372,681218
reen,網購,0.54411536,693131
refinery rooftop,一般購物,0.72595984,694870
regain therapy,餐飲,0.66092014,679563
regatta hotel app,超商超市量販,0.5629851,661147
regent tours,網購,0.67163306,651221
regional paco,網購,0.49772,661525
registar 51265,網購,0.78641874,673550
registrat,教育學費,0.78122115,659264
registry connect,生活繳費,0.48144162,676926
regoli carlo e c. s,餐飲,0.44368836,649487
rei #14 manhattan b,一般購物,0.60928684,694623
rei 113 marina,一般購物,0.77301645,682132
rei 115 charlotte,一般購物,0.78822505,653675
rei air,一般購物,0.71187097,683155
reigning champ (sto,一般購物,0.5911225,661711
reinacandles,教育學費,0.32227543,652698
reintree lodge,一般購物,0.31777188,676856
reis lokumculuk,醫療保健/美容,0.55775183,697253
reitsport dreilinde,加油,0.64989215,669849
reiz gmbh,一般購物,0.5388927,661981
rejestracja.maraton,一般購物,0.51704705,684325
rel. des archers,加油,0.7914018,670311
rel. des luettes,百貨,0.5374496,684450
rel. roissy,醫療保健/美容,0.3761822,667537
rel.cap d ail ba,運動/休閒娛樂,0.7107393,667731
relais angouleme,加油,0.62879,683503
relais de l ent,餐飲,0.66672087,698817
relaxation yutaka a,其他,0.42884615,699747
relaxationiyashiryo,網購,0.47046816,692229
relaxationlaxia air,醫療保健/美容,0.37974083,687127
relaxeds,加油,0.51303476,684628
relay 373563px,3C,0.7303014,698242
relay dcc352534,生活繳費,0.3397108,665156
relay molo e,超商超市量販,0.40665638,695791
relay pp-airport(1,生活繳費,0.8293923,678957
relay sr-airport(1,3C,0.75586915,652761
relay350250sc,3C,0.5679586,686035
relay350406px,生活繳費,0.56622463,675723
reliance 3 llc,網購,0.7870444,657546
rely,網購,0.4535885,658583
rema 1000 aarhus tr,超商超市量販,0.73703986,684965
rema 1000 elvet,交通汽修,0.68445134,665260
rema 1000 kokstad,交通汽修,0.68723613,660211
rema aver y,餐飲,0.6422279,648958
rema bjerkvik,其他,0.47834173,682702
rema gol,一般購物,0.741582,667851
rema kanalveien,加油,0.7848994,691235
rema karasjok,加油,0.68987536,675546
rema nordkjosbo,其他,0.76999307,690321
rema s rfjordse,一般購物,0.44831878,692705
remi savjetovanje j,加油,0.778532,697915
remm kagoshima,飯店住宿,0.84963036,650977
remoda設計,其他,0.54736495,663813
remondayshinjukuhig,數位影音串流,0.8008072,695470
ren's pets baseline,網購,0.3870746,673167
renaissance nusadua,旅遊,0.4380922,653450
renaissance-mirage,餐飲,0.8201294,697874
rene spa grand keny,百貨,0.64725244,655557
renfe ave 13200,交通汽修,0.8134207,662073
renfe ave 37606,交通汽修,0.8153727,676313
renfe ave 50500,交通汽修,0.71233815,668383
renfe ave tna 17,加油,0.6392565,657961
rengakurabu,餐飲,0.8260611,670075
rengekenkyusyo,醫療保健/美容,0.69757175,663486
rengeryouriten,餐飲,0.8062148,661615
renku,其他,0.6457221,668098
renorigin肌活麗學創研所,一般購物,0.6514927,675596
rens,一般購物,0.7166731,667079
rent a boat di dain,其他,0.819014,649302
rentola,加油,0.6182466,690095
reoparesusenta iwak,3C,0.8108902,658653
replug,網購,0.65712535,686619
reporting ninja,餐飲,0.5283019,697441
repression,加油,0.71914417,681108
rere khaosan,交通汽修,0.5357195,697721
res.terzo millennio,交通汽修,0.4756104,670301
reserve naturell,網購,0.45256364,696476
residence peloni,旅遊,0.5827507,690434
residence tolosa,加油,0.584188,672739
resort obertraun,旅遊,0.5377986,667104
resortrio u o ri,飯店住宿,0.7883882,659209
ressua,交通汽修,0.5505691,679763
rest barcabela,餐飲,0.64130396,695557
rest camino real ae,一般購物,0.5411101,688295
rest dumbo,其他,0.65824634,697965
